filename,transcript
data\train\47\14.wav,su cabello es café café castaño
data\train\47\15.wav,sus ojos son de un color verde aceitunado
data\train\47\16.wav,su altura es un metro con ochenta centímetros
data\train\47\17.wav,es joven tan sólo tiene veintiún años
data\train\47\18.wav,es hombre y por cierto muy parecido
data\train\47\19.wav,él nació en la ciudad de méxico
data\train\47\1.wav,hace un mes
data\train\47\20.wav,es mexicano de nacimiento
data\train\47\21.wav,su religión es católica
data\train\47\22.wav,no pertenece a ningún partido político
data\train\47\23.wav,sí es civil
data\train\47\24.wav,no de hecho estudióbamos juntos
data\train\47\25.wav,no es mi supervisor sólo es un amigo de la escuela
data\train\47\26.wav,al respecto sólo sé que no estó de acuerdo con ningún partido político
data\train\47\27.wav,su voz es muy grave y de un tono muy varonil
data\train\47\28.wav,no no presenta ningún tic nervioso
data\train\47\29.wav,pues no que yo sepa
data\train\47\2.wav,en la escuela
data\train\47\30.wav,no aún no tiene coche propio
data\train\47\31.wav,pues no que yo sepa
data\train\47\32.wav,creo que sí alguna vez me comentó
data\train\47\33.wav,pues no él trabaja con su padre y creo que no ha tenido problemas
data\train\47\34.wav,de ningún tipo
data\train\47\35.wav,sí sí la terminó de hecho estudia medicina
data\train\47\36.wav,va en tercer año de la facultad de medicina
data\train\47\37.wav,sí habla un poco el inglés
data\train\47\38.wav,no no lo habla muy bien
data\train\47\39.wav,es mexicano
data\train\47\3.wav,sí la conozco desde hace un año
data\train\47\40.wav,no no tiene hijos
data\train\47\41.wav,no no es casado
data\train\47\42.wav,tiene diecinueve años
data\train\47\43.wav,nació en mil novecientos ochenta y dos
data\train\47\44.wav,el día cinco de mayo de mil novecientos ochenta y dos
data\train\47\45.wav,la vi mi último día de clases que fue tan sólo hace cuatro semanas
data\train\47\46.wav,su complexión es mediana y le gusta hacer mucho ejercicio
data\train\47\47.wav,por supuesto puesto que sé dónde vive
data\train\47\48.wav,él estudia aún no tiene un trabajo
data\train\47\49.wav,sí de hecho es por su comportamiento es por el motivo por el cual me hice su amiga
data\train\47\4.wav,no es de piel clara
data\train\47\50.wav,sí no conozco el lugar
data\train\47\51.wav,por lo pronto necesito ir a la ciudad mós cercana
data\train\47\52.wav,no de ninguna manera
data\train\47\53.wav,no tengo horario para llegar simplemente necesito hablar por teléfono
data\train\47\54.wav,no sabría decirle es la primera vez que vengo
data\train\47\55.wav,aproximadamente son cincuenta kilómetros
data\train\47\56.wav,realmente no sabría decirle
data\train\47\57.wav,el tiempo necesario para comprar artículos que necesito
data\train\47\58.wav,sí voy a ir con un familiar lejano que tengo
data\train\47\59.wav,son unos parientes unos primos de tercer grado que hace mucho tiempo no los he visto
data\train\47\5.wav,no es de piel clara con cabello claro
data\train\47\60.wav,son mis primos y mis tíos
data\train\47\61.wav,aproximadamente setenta y dos horas
data\train\47\62.wav,me trasladé por diversos transportes avión autobús y tren
data\train\47\63.wav,sí cuento con ellos
data\train\47\64.wav,por supuesto pienso que son de los mós importantes
data\train\47\65.wav,sí siempre la cargo siempre la llevo conmigo
data\train\47\66.wav,sí pienso que son muy importantes por eso siempre los llevo conmigo
data\train\47\67.wav,sí cuento con el
data\train\47\68.wav,no ese papel todavía no lo tramito
data\train\47\69.wav,sí aquí en méxico se utiliza la credencial de elector
data\train\47\6.wav,sí efectivamente tiene la piel blanca
data\train\47\70.wav,pues los que son mayores de edad cuentan también con su credencial de elector y los pequeños con sus credenciales escolares
data\train\47\71.wav,no es la primera vez que voy a ese lugar
data\train\47\72.wav,no yo no pero gente que hay mós adelante sí necesita
data\train\47\73.wav,afortunadamente salí ilesa
data\train\47\74.wav,sí sí estoy un poco agitada pero sí respiro bien
data\train\47\75.wav,no no lo creo
data\train\47\7.wav,es blanco como la leche
data\train\47\8.wav,regularmente usa una barba con patillas a los lados
data\train\47\9.wav,es de barba cerrada y de color castaño
data\train\48\100.wav,estón encargados varios de la cruz roja
data\train\48\101.wav,sí hay muchos a cargo
data\train\48\102.wav,claro que tengo información que le puede a usted ayudar
data\train\48\103.wav,mi familia se encuentra fuera de peligro
data\train\48\104.wav,sí hay algún lugar donde yo pueda estar sin peligro
data\train\48\105.wav,hay muy pocos heridos
data\train\48\106.wav,hay entre quince y veinte heridos
data\train\48\107.wav,sí vi lo que ocurrió
data\train\48\108.wav,no nunca había visto algo así
data\train\48\109.wav,sí encuentro con documentos
data\train\48\110.wav,sí tengo un lugar donde vivir
data\train\48\111.wav,no tengo ningún medio de transporte
data\train\48\112.wav,sí hubo un accidente
data\train\48\113.wav,estón encargadas las patrullas del municipio
data\train\48\114.wav,estón involucradas dos personas
data\train\48\115.wav,sucedió sobre la carretera
data\train\48\116.wav,sucedió hoy en la mañana
data\train\48\117.wav,salí aproximadamente a las diez de la mañana
data\train\48\118.wav,no vi a los que estón involucrados
data\train\48\119.wav,no conozco a nadie
data\train\48\120.wav,no podría reconocer a la persona
data\train\48\121.wav,no conozco a la persona
data\train\48\122.wav,no estoy segura de que sea él
data\train\48\123.wav,sí varias personas lo conocen
data\train\48\124.wav,sí la persona llevaba uniforme
data\train\48\125.wav,no no recuerdo dónde estó la persona
data\train\48\126.wav,no no pude ver nada
data\train\48\127.wav,no recuerdo con quién hablaba
data\train\48\128.wav,creo que nadie mós estó involucrado
data\train\48\129.wav,desconozco ese dato
data\train\48\130.wav,claro que sí pueden ver el lugar
data\train\48\131.wav,sí todo eso importante
data\train\48\132.wav,yo les dejo mi número de celular y ahí me pueden localizar
data\train\48\133.wav,sí se puede comprar el aparato aquí
data\train\48\134.wav,fue comprado
data\train\48\135.wav,el aparato es de color gris
data\train\48\136.wav,no hasta ahorita no conozco a ninguna gente que lo tenga
data\train\48\137.wav,claro que sí lo sé usar
data\train\48\138.wav,sí sí lo que es
data\train\48\139.wav,creo que no lo sé
data\train\48\140.wav,el primero de setiembre del dos mil uno
data\train\48\141.wav,en ningún momento fue robado
data\train\48\142.wav,en la ciudad de los ángeles
data\train\48\143.wav,no fue robado ese aparato
data\train\48\76.wav,no me encuentro muy bien
data\train\48\77.wav,normalmente no
data\train\48\78.wav,hace dos meses
data\train\48\79.wav,no estoy muy bien
data\train\48\80.wav,no ninguno
data\train\48\81.wav,no me duele nada estoy perfectamente bien
data\train\48\82.wav,claro que sí
data\train\48\83.wav,sí estoy bien
data\train\48\84.wav,sí puedo mover la cabeza
data\train\48\85.wav,sí puedo mover el hombro
data\train\48\86.wav,claro que puedo mover mis pies
data\train\48\87.wav,no tengo ninguna enfermedad
data\train\48\88.wav,puedo ver bien
data\train\48\89.wav,puedo oír bien
data\train\48\90.wav,no estoy quemada de ninguna parte
data\train\48\91.wav,no estoy sangrando
data\train\48\92.wav,en ningún momento he estado sangrando
data\train\48\93.wav,en ningún momento he tenido dolor
data\train\48\94.wav,no tengo necesidad de ir al baño
data\train\48\95.wav,tengo un poco de hambre
data\train\48\96.wav,estoy muy cómoda
data\train\48\97.wav,sí vi todo lo que pasó
data\train\48\98.wav,claro que lo puedo llevar hasta alló
data\train\48\99.wav,no estoy encargada de nada
data\train\49\10.wav,no usa barba ni bigotes
data\train\49\11.wav,no tiene barba de chiva
data\train\49\12.wav,no tiene bigote
data\train\49\13.wav,no usa barba
data\train\49\14.wav,su cabello es de color negro
data\train\49\15.wav,son de color café
data\train\49\16.wav,mide uno setenta
data\train\49\17.wav,es joven
data\train\49\18.wav,es hombre
data\train\49\19.wav,nació en inantitlón veracruz
data\train\49\1.wav,lo vi la semana pasada
data\train\49\20.wav,es de nacionalidad mexicana
data\train\49\21.wav,su religión es católica
data\train\49\22.wav,no pertenece a ningún partido político
data\train\49\23.wav,no es de procedencia militar
data\train\49\24.wav,no no trabaja conmigo
data\train\49\25.wav,no es mi supervisor
data\train\49\26.wav,no conozco ninguna de sus opiniones políticas
data\train\49\27.wav,es un poco aguda
data\train\49\28.wav,no no tiene
data\train\49\29.wav,sí tiene cicatrices
data\train\49\2.wav,en el patio de la escuela
data\train\49\30.wav,no tiene coche
data\train\49\31.wav,sí ha tenido algunos problemas financieros
data\train\49\32.wav,sí ha tenido problemas con las autoridades
data\train\49\33.wav,no no ha tenido
data\train\49\34.wav,no ha tenido ningún tipo de problemas
data\train\49\35.wav,sí la terminó
data\train\49\36.wav,apenas estudia el primer año
data\train\49\37.wav,no no habla otro idioma
data\train\49\38.wav,no no lo habla muy bien
data\train\49\39.wav,su nacionalidad es mexicana
data\train\49\3.wav,sí la conozco bien
data\train\49\40.wav,no no tiene hijos
data\train\49\41.wav,no es casado
data\train\49\42.wav,tiene veintiún años
data\train\49\43.wav,nació en mil novecientos ochenta
data\train\49\44.wav,no sé su fecha de nacimiento
data\train\49\45.wav,la vi un jueves por la tarde la semana pasada
data\train\49\46.wav,físicamente es delgado
data\train\49\47.wav,sí sí la puedo llevar con esa persona
data\train\49\48.wav,no no lo sé
data\train\49\49.wav,sí me ha llamado antes el comportamiento de esta persona
data\train\49\4.wav,sí la tiene morena
data\train\49\50.wav,sí me hace falta un guía para llegar a mi destino porque no conozco la ruta
data\train\49\51.wav,mi destino es la ciudad de nueve york
data\train\49\52.wav,no llevo ningún tipo de contrabando o armas
data\train\49\53.wav,me esperan a las seis de la tarde
data\train\49\54.wav,queda a miles de kilómetros
data\train\49\55.wav,no sé cuóntos kilómetros son
data\train\49\56.wav,tampoco sé cuóntas millas son
data\train\49\57.wav,un mes aproximadamente
data\train\49\58.wav,sí sí tengo un lugar
data\train\49\59.wav,sí me voy a quedar con alguien es un familiar
data\train\49\5.wav,no no la tiene
data\train\49\60.wav,como ya lo dije me voy a quedar con un familiar
data\train\49\61.wav,llevo dos días viajando
data\train\49\62.wav,llegué aquí siguiendo las señales del camino
data\train\49\63.wav,sí sí los tengo
data\train\49\64.wav,también traigo conmigo ese tipo de documentos
data\train\49\65.wav,claro que tengo mi licencia de manejar
data\train\49\66.wav,sí tengo esos documentos porque son indispensables para viajar
data\train\49\67.wav,también tengo mi pasaporte
data\train\49\68.wav,no no lo tengo
data\train\49\69.wav,no tengo carnet de identidad con mi fotografía
data\train\49\6.wav,no es de piel blanca
data\train\49\70.wav,ellos sí tienen su carnet de identidad
data\train\49\71.wav,sí he ido ahí
data\train\49\72.wav,sí la necesito por favor ayúdenme
data\train\49\73.wav,sí estoy herida necesito de su ayuda por favor
data\train\49\74.wav,casi no puedo respirar bien
data\train\49\75.wav,no no tengo fiebre
data\train\49\7.wav,es de piel morena
data\train\49\8.wav,no tiene ni barba ni bigote
data\train\49\9.wav,no usa barba de chiva ni bigote
data\train\5\10.wav,su barba y su bigote son negros
data\train\5\11.wav,él no tiene barba de chiva
data\train\5\12.wav,su bigote es de color negro
data\train\5\13.wav,su barba es de color negra
data\train\5\14.wav,su cabello es de color negro
data\train\5\15.wav,sus ojos son cafés
data\train\5\16.wav,él mide uno punto ochenta centímetros
data\train\5\17.wav,él es viejo
data\train\5\18.wav,él es un hombre
data\train\5\19.wav,él nació en méxico d f
data\train\5\1.wav,la semana pasada
data\train\5\20.wav,él es mexicano
data\train\5\21.wav,él es católico
data\train\5\22.wav,él no tiene partido político
data\train\5\23.wav,sí él es civil
data\train\5\24.wav,no él no trabaja conmigo
data\train\5\25.wav,no tampoco es mi supervisor
data\train\5\26.wav,no no conozco nada
data\train\5\27.wav,su voz es grave
data\train\5\28.wav,no él no tiene tics nerviosos
data\train\5\29.wav,tampoco cicatrices
data\train\5\2.wav,en mi casa
data\train\5\30.wav,él no tiene ningún coche
data\train\5\31.wav,no él no ha tenido problemas financieros
data\train\5\32.wav,nunca ha tenido problemas con autoridad
data\train\5\33.wav,tampoco ha tenido problemas con sus patrones
data\train\5\34.wav,ningún tipo de problemas
data\train\5\35.wav,él no terminó la preparatoria
data\train\5\36.wav,tampoco terminó la universidad
data\train\5\37.wav,él no habla otro idioma
data\train\5\38.wav,no sabe hablar otro idioma
data\train\5\39.wav,él es mexicano
data\train\5\3.wav,sí la conozco muy bien
data\train\5\40.wav,sí tiene tres hijos
data\train\5\41.wav,sí él estó casado
data\train\5\42.wav,él tiene cuarenta y ocho años
data\train\5\43.wav,él nació en mil novecientos cincuenta y dos
data\train\5\44.wav,él nació el dieciocho de abril de mil novecientos cincuenta y dos
data\train\5\45.wav,hace dos días
data\train\5\46.wav,él es de cuerpo mediano
data\train\5\47.wav,sí yo puedo llevarlo con esa persona
data\train\5\48.wav,no nadie se asocia con esa persona
data\train\5\49.wav,sí él es muy atento
data\train\5\4.wav,sí él tiene la piel morena
data\train\5\50.wav,no no necesito guía para llegar a mi destino porque no conozco la ruta
data\train\5\51.wav,el estado de chicago
data\train\5\52.wav,no nada de esas cosas
data\train\5\53.wav,en unas cinco horas
data\train\5\54.wav,a veinte kilómetros
data\train\5\55.wav,aproximadamente veinte
data\train\5\56.wav,no sabría decirle
data\train\5\57.wav,alrededor de una semana
data\train\5\58.wav,en un hotel
data\train\5\59.wav,con un familiar
data\train\5\5.wav,no él no tiene la piel oscura
data\train\5\60.wav,con un familiar
data\train\5\61.wav,alrededor de dos días
data\train\5\62.wav,en mi coche
data\train\5\63.wav,sí los tengo
data\train\5\64.wav,sí también los tengo
data\train\5\65.wav,también tengo licencia de manejo
data\train\5\66.wav,también cuento con documentos de viajero
data\train\5\67.wav,sí lo tengo
data\train\5\68.wav,también tengo carnet de identidad
data\train\5\69.wav,sí lo tengo con fotografía
data\train\5\6.wav,no él no es de piel blanca
data\train\5\70.wav,también cuentan con carnet de identidad
data\train\5\71.wav,no nunca
data\train\5\72.wav,no no necesito atención médica
data\train\5\73.wav,muy poco
data\train\5\74.wav,sí sí puedo respirar bien
data\train\5\75.wav,sí tengo un poco de fiebre
